2013 Federal Election - Senate Senate First Preferences By Polling Place [Event:17496 Generated:2013-11-18T16:00:01]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceNm,Ticket,CandidateID,BallotPosition,CandidateDetails,PartyNm,OrdinaryVotes
NT,306,"Lingiari",65473,"Remote Mobile Team 32", E,23514,2,"FAZLDEEN, Linda","Country Liberals (NT)",0
NT,306,"Lingiari",65473,"Remote Mobile Team 32", F,25157,0,"F TICKET VOTES","Australian Labor Party (Northern Territory) Branch",220
NT,306,"Lingiari",65473,"Remote Mobile Team 32", F,23498,1,"PERIS, Nova","Australian Labor Party (Northern Territory) Branch",7
NT,306,"Lingiari",65473,"Remote Mobile Team 32", F,23503,2,"FOLEY, Rowan","Australian Labor Party (Northern Territory) Branch",0
NT,306,"Lingiari",65473,"Remote Mobile Team 32", G,25165,0,"G TICKET VOTES","Sex Party",1
NT,306,"Lingiari",65473,"Remote Mobile Team 32", G,24958,1,"EDWARDS, Joanne Louise","Sex Party",0
NT,306,"Lingiari",65473,"Remote Mobile Team 32", G,24962,2,"RANDALL, Tracey Lee","Sex Party",0
NT,306,"Lingiari",65473,"Remote Mobile Team 32", H,25155,0,"H TICKET VOTES","Citizens Electoral Council",3
NT,306,"Lingiari",65473,"Remote Mobile Team 32", H,23300,1,"WORK, Vernon","Citizens Electoral Council",0
NT,306,"Lingiari",65473,"Remote Mobile Team 32", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",0
NT,306,"Lingiari",65473,"Remote Mobile Team 32", I,25154,0,"I TICKET VOTES","Shooters and Fishers",8
NT,306,"Lingiari",65473,"Remote Mobile Team 32", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",0
NT,306,"Lingiari",65473,"Remote Mobile Team 32", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",0
NT,306,"Lingiari",65473,"Remote Mobile Team 32", J,25163,0,"J TICKET VOTES","Rise Up Australia Party",5
NT,306,"Lingiari",65473,"Remote Mobile Team 32", J,24726,1,"PILE, Jan","Rise Up Australia Party",1
NT,306,"Lingiari",65473,"Remote Mobile Team 32", J,24731,2,"COX, Michael","Rise Up Australia Party",0
NT,306,"Lingiari",65473,"Remote Mobile Team 32", K,25164,0,"K TICKET VOTES","Australian Greens",27
NT,306,"Lingiari",65473,"Remote Mobile Team 32", K,24888,1,"WILLIAMS, Warren H","Australian Greens",2
NT,306,"Lingiari",65473,"Remote Mobile Team 32", K,24892,2,"BRAND, Michael","Australian Greens",0
NT,306,"Lingiari",65473,"Remote Mobile Team 32", L,25159,0,"L TICKET VOTES","Australian Independents",8
NT,306,"Lingiari",65473,"Remote Mobile Team 32", L,23959,1,"WALCOTT, Phil","Australian Independents",0
NT,306,"Lingiari",65473,"Remote Mobile Team 32", L,23962,2,"FUTCHER, Lisa","Australian Independents",1
NT,306,"Lingiari",65473,"Remote Mobile Team 32",ZZ,0,99,"INFORMAL"," ",14
NT,306,"Lingiari",65682,"Remote Mobile Team 33", A,25162,0,"A TICKET VOTES","Palmer United Party",50
NT,306,"Lingiari",65682,"Remote Mobile Team 33", A,24499,1,"TE WAKE, Douglas","Palmer United Party",5
NT,306,"Lingiari",65682,"Remote Mobile Team 33", A,24500,2,"McCABE, John Brian Douglas","Palmer United Party",2
NT,306,"Lingiari",65682,"Remote Mobile Team 33", B,25160,0,"B TICKET VOTES","Uniting Australia Party",5
NT,306,"Lingiari",65682,"Remote Mobile Team 33", B,23793,1,"BELL, Gary","Uniting Australia Party",0
NT,306,"Lingiari",65682,"Remote Mobile Team 33", B,23797,2,"WATT, Kathryn","Uniting Australia Party",0
NT,306,"Lingiari",65682,"Remote Mobile Team 33", C,25156,0,"C TICKET VOTES","Stable Population Party",4
NT,306,"Lingiari",65682,"Remote Mobile Team 33", C,23375,1,"MILES, Jim","Stable Population Party",0
NT,306,"Lingiari",65682,"Remote Mobile Team 33", C,23423,2,"RUSSELL, Mark","Stable Population Party",0
NT,306,"Lingiari",65682,"Remote Mobile Team 33", D,25161,0,"D TICKET VOTES","A.F.N.P.P.",0
NT,306,"Lingiari",65682,"Remote Mobile Team 33", D,24015,1,"KUNOTH-MONKS, Rosalie","A.F.N.P.P.",0
NT,306,"Lingiari",65682,"Remote Mobile Team 33", D,24020,2,"GADAMBUA, Jeannie","A.F.N.P.P.",0
NT,306,"Lingiari",65682,"Remote Mobile Team 33", E,25158,0,"E TICKET VOTES","Country Liberals (NT)",219
NT,306,"Lingiari",65682,"Remote Mobile Team 33", E,23513,1,"SCULLION, Nigel","Country Liberals (NT)",7
NT,306,"Lingiari",65682,"Remote Mobile Team 33", E,23514,2,"FAZLDEEN, Linda","Country Liberals (NT)",1
NT,306,"Lingiari",65682,"Remote Mobile Team 33", F,25157,0,"F TICKET VOTES","Australian Labor Party (Northern Territory) Branch",287
NT,306,"Lingiari",65682,"Remote Mobile Team 33", F,23498,1,"PERIS, Nova","Australian Labor Party (Northern Territory) Branch",6
NT,306,"Lingiari",65682,"Remote Mobile Team 33", F,23503,2,"FOLEY, Rowan","Australian Labor Party (Northern Territory) Branch",2
NT,306,"Lingiari",65682,"Remote Mobile Team 33", G,25165,0,"G TICKET VOTES","Sex Party",10
NT,306,"Lingiari",65682,"Remote Mobile Team 33", G,24958,1,"EDWARDS, Joanne Louise","Sex Party",1
NT,306,"Lingiari",65682,"Remote Mobile Team 33", G,24962,2,"RANDALL, Tracey Lee","Sex Party",1
NT,306,"Lingiari",65682,"Remote Mobile Team 33", H,25155,0,"H TICKET VOTES","Citizens Electoral Council",2
NT,306,"Lingiari",65682,"Remote Mobile Team 33", H,23300,1,"WORK, Vernon","Citizens Electoral Council",0
NT,306,"Lingiari",65682,"Remote Mobile Team 33", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",0
NT,306,"Lingiari",65682,"Remote Mobile Team 33", I,25154,0,"I TICKET VOTES","Shooters and Fishers",22
NT,306,"Lingiari",65682,"Remote Mobile Team 33", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",1
NT,306,"Lingiari",65682,"Remote Mobile Team 33", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",0
NT,306,"Lingiari",65682,"Remote Mobile Team 33", J,25163,0,"J TICKET VOTES","Rise Up Australia Party",6
NT,306,"Lingiari",65682,"Remote Mobile Team 33", J,24726,1,"PILE, Jan","Rise Up Australia Party",0
NT,306,"Lingiari",65682,"Remote Mobile Team 33", J,24731,2,"COX, Michael","Rise Up Australia Party",0
NT,306,"Lingiari",65682,"Remote Mobile Team 33", K,25164,0,"K TICKET VOTES","Australian Greens",34
NT,306,"Lingiari",65682,"Remote Mobile Team 33", K,24888,1,"WILLIAMS, Warren H","Australian Greens",3
NT,306,"Lingiari",65682,"Remote Mobile Team 33", K,24892,2,"BRAND, Michael","Australian Greens",3
NT,306,"Lingiari",65682,"Remote Mobile Team 33", L,25159,0,"L TICKET VOTES","Australian Independents",17
NT,306,"Lingiari",65682,"Remote Mobile Team 33", L,23959,1,"WALCOTT, Phil","Australian Independents",3
NT,306,"Lingiari",65682,"Remote Mobile Team 33", L,23962,2,"FUTCHER, Lisa","Australian Independents",0
NT,306,"Lingiari",65682,"Remote Mobile Team 33",ZZ,0,99,"INFORMAL"," ",10
NT,306,"Lingiari",65683,"Remote Mobile Team 34", A,25162,0,"A TICKET VOTES","Palmer United Party",5
NT,306,"Lingiari",65683,"Remote Mobile Team 34", A,24499,1,"TE WAKE, Douglas","Palmer United Party",0
NT,306,"Lingiari",65683,"Remote Mobile Team 34", A,24500,2,"McCABE, John Brian Douglas","Palmer United Party",1
NT,306,"Lingiari",65683,"Remote Mobile Team 34", B,25160,0,"B TICKET VOTES","Uniting Australia Party",3
NT,306,"Lingiari",65683,"Remote Mobile Team 34", B,23793,1,"BELL, Gary","Uniting Australia Party",0
NT,306,"Lingiari",65683,"Remote Mobile Team 34", B,23797,2,"WATT, Kathryn","Uniting Australia Party",0
NT,306,"Lingiari",65683,"Remote Mobile Team 34", C,25156,0,"C TICKET VOTES","Stable Population Party",2
NT,306,"Lingiari",65683,"Remote Mobile Team 34", C,23375,1,"MILES, Jim","Stable Population Party",0
NT,306,"Lingiari",65683,"Remote Mobile Team 34", C,23423,2,"RUSSELL, Mark","Stable Population Party",0
NT,306,"Lingiari",65683,"Remote Mobile Team 34", D,25161,0,"D TICKET VOTES","A.F.N.P.P.",1
NT,306,"Lingiari",65683,"Remote Mobile Team 34", D,24015,1,"KUNOTH-MONKS, Rosalie","A.F.N.P.P.",0
NT,306,"Lingiari",65683,"Remote Mobile Team 34", D,24020,2,"GADAMBUA, Jeannie","A.F.N.P.P.",0
NT,306,"Lingiari",65683,"Remote Mobile Team 34", E,25158,0,"E TICKET VOTES","Country Liberals (NT)",18
NT,306,"Lingiari",65683,"Remote Mobile Team 34", E,23513,1,"SCULLION, Nigel","Country Liberals (NT)",0
NT,306,"Lingiari",65683,"Remote Mobile Team 34", E,23514,2,"FAZLDEEN, Linda","Country Liberals (NT)",0
NT,306,"Lingiari",65683,"Remote Mobile Team 34", F,25157,0,"F TICKET VOTES","Australian Labor Party (Northern Territory) Branch",86
NT,306,"Lingiari",65683,"Remote Mobile Team 34", F,23498,1,"PERIS, Nova","Australian Labor Party (Northern Territory) Branch",0
NT,306,"Lingiari",65683,"Remote Mobile Team 34", F,23503,2,"FOLEY, Rowan","Australian Labor Party (Northern Territory) Branch",1
NT,306,"Lingiari",65683,"Remote Mobile Team 34", G,25165,0,"G TICKET VOTES","Sex Party",2
NT,306,"Lingiari",65683,"Remote Mobile Team 34", G,24958,1,"EDWARDS, Joanne Louise","Sex Party",0
NT,306,"Lingiari",65683,"Remote Mobile Team 34", G,24962,2,"RANDALL, Tracey Lee","Sex Party",0
NT,306,"Lingiari",65683,"Remote Mobile Team 34", H,25155,0,"H TICKET VOTES","Citizens Electoral Council",2
NT,306,"Lingiari",65683,"Remote Mobile Team 34", H,23300,1,"WORK, Vernon","Citizens Electoral Council",0
NT,306,"Lingiari",65683,"Remote Mobile Team 34", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",0
NT,306,"Lingiari",65683,"Remote Mobile Team 34", I,25154,0,"I TICKET VOTES","Shooters and Fishers",1
NT,306,"Lingiari",65683,"Remote Mobile Team 34", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",0
NT,306,"Lingiari",65683,"Remote Mobile Team 34", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",0
NT,306,"Lingiari",65683,"Remote Mobile Team 34", J,25163,0,"J TICKET VOTES","Rise Up Australia Party",2
NT,306,"Lingiari",65683,"Remote Mobile Team 34", J,24726,1,"PILE, Jan","Rise Up Australia Party",0
NT,306,"Lingiari",65683,"Remote Mobile Team 34", J,24731,2,"COX, Michael","Rise Up Australia Party",0
NT,306,"Lingiari",65683,"Remote Mobile Team 34", K,25164,0,"K TICKET VOTES","Australian Greens",2
NT,306,"Lingiari",65683,"Remote Mobile Team 34", K,24888,1,"WILLIAMS, Warren H","Australian Greens",0
NT,306,"Lingiari",65683,"Remote Mobile Team 34", K,24892,2,"BRAND, Michael","Australian Greens",0
NT,306,"Lingiari",65683,"Remote Mobile Team 34", L,25159,0,"L TICKET VOTES","Australian Independents",2
NT,306,"Lingiari",65683,"Remote Mobile Team 34", L,23959,1,"WALCOTT, Phil","Australian Independents",0
NT,306,"Lingiari",65683,"Remote Mobile Team 34", L,23962,2,"FUTCHER, Lisa","Australian Independents",0
NT,306,"Lingiari",65683,"Remote Mobile Team 34",ZZ,0,99,"INFORMAL"," ",5
NT,306,"Lingiari",34150,"Remote Mobile Team 4", A,25162,0,"A TICKET VOTES","Palmer United Party",33
NT,306,"Lingiari",34150,"Remote Mobile Team 4", A,24499,1,"TE WAKE, Douglas","Palmer United Party",3
NT,306,"Lingiari",34150,"Remote Mobile Team 4", A,24500,2,"McCABE, John Brian Douglas","Palmer United Party",0
NT,306,"Lingiari",34150,"Remote Mobile Team 4", B,25160,0,"B TICKET VOTES","Uniting Australia Party",4
NT,306,"Lingiari",34150,"Remote Mobile Team 4", B,23793,1,"BELL, Gary","Uniting Australia Party",0
NT,306,"Lingiari",34150,"Remote Mobile Team 4", B,23797,2,"WATT, Kathryn","Uniting Australia Party",0
NT,306,"Lingiari",34150,"Remote Mobile Team 4", C,25156,0,"C TICKET VOTES","Stable Population Party",0
NT,306,"Lingiari",34150,"Remote Mobile Team 4", C,23375,1,"MILES, Jim","Stable Population Party",0
NT,306,"Lingiari",34150,"Remote Mobile Team 4", C,23423,2,"RUSSELL, Mark","Stable Population Party",0
NT,306,"Lingiari",34150,"Remote Mobile Team 4", D,25161,0,"D TICKET VOTES","A.F.N.P.P.",71
NT,306,"Lingiari",34150,"Remote Mobile Team 4", D,24015,1,"KUNOTH-MONKS, Rosalie","A.F.N.P.P.",0
NT,306,"Lingiari",34150,"Remote Mobile Team 4", D,24020,2,"GADAMBUA, Jeannie","A.F.N.P.P.",0
NT,306,"Lingiari",34150,"Remote Mobile Team 4", E,25158,0,"E TICKET VOTES","Country Liberals (NT)",112
NT,306,"Lingiari",34150,"Remote Mobile Team 4", E,23513,1,"SCULLION, Nigel","Country Liberals (NT)",2
NT,306,"Lingiari",34150,"Remote Mobile Team 4", E,23514,2,"FAZLDEEN, Linda","Country Liberals (NT)",0
NT,306,"Lingiari",34150,"Remote Mobile Team 4", F,25157,0,"F TICKET VOTES","Australian Labor Party (Northern Territory) Branch",149
NT,306,"Lingiari",34150,"Remote Mobile Team 4", F,23498,1,"PERIS, Nova","Australian Labor Party (Northern Territory) Branch",3
NT,306,"Lingiari",34150,"Remote Mobile Team 4", F,23503,2,"FOLEY, Rowan","Australian Labor Party (Northern Territory) Branch",3
NT,306,"Lingiari",34150,"Remote Mobile Team 4", G,25165,0,"G TICKET VOTES","Sex Party",13
NT,306,"Lingiari",34150,"Remote Mobile Team 4", G,24958,1,"EDWARDS, Joanne Louise","Sex Party",1
NT,306,"Lingiari",34150,"Remote Mobile Team 4", G,24962,2,"RANDALL, Tracey Lee","Sex Party",0
NT,306,"Lingiari",34150,"Remote Mobile Team 4", H,25155,0,"H TICKET VOTES","Citizens Electoral Council",4
NT,306,"Lingiari",34150,"Remote Mobile Team 4", H,23300,1,"WORK, Vernon","Citizens Electoral Council",0
NT,306,"Lingiari",34150,"Remote Mobile Team 4", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",0
NT,306,"Lingiari",34150,"Remote Mobile Team 4", I,25154,0,"I TICKET VOTES","Shooters and Fishers",10
NT,306,"Lingiari",34150,"Remote Mobile Team 4", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",1
NT,306,"Lingiari",34150,"Remote Mobile Team 4", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",0
NT,306,"Lingiari",34150,"Remote Mobile Team 4", J,25163,0,"J TICKET VOTES","Rise Up Australia Party",2
NT,306,"Lingiari",34150,"Remote Mobile Team 4", J,24726,1,"PILE, Jan","Rise Up Australia Party",0
NT,306,"Lingiari",34150,"Remote Mobile Team 4", J,24731,2,"COX, Michael","Rise Up Australia Party",0
NT,306,"Lingiari",34150,"Remote Mobile Team 4", K,25164,0,"K TICKET VOTES","Australian Greens",52
NT,306,"Lingiari",34150,"Remote Mobile Team 4", K,24888,1,"WILLIAMS, Warren H","Australian Greens",6
NT,306,"Lingiari",34150,"Remote Mobile Team 4", K,24892,2,"BRAND, Michael","Australian Greens",0
NT,306,"Lingiari",34150,"Remote Mobile Team 4", L,25159,0,"L TICKET VOTES","Australian Independents",6
NT,306,"Lingiari",34150,"Remote Mobile Team 4", L,23959,1,"WALCOTT, Phil","Australian Independents",0
NT,306,"Lingiari",34150,"Remote Mobile Team 4", L,23962,2,"FUTCHER, Lisa","Australian Independents",0
NT,306,"Lingiari",34150,"Remote Mobile Team 4",ZZ,0,99,"INFORMAL"," ",14
NT,306,"Lingiari",34151,"Remote Mobile Team 5", A,25162,0,"A TICKET VOTES","Palmer United Party",45
NT,306,"Lingiari",34151,"Remote Mobile Team 5", A,24499,1,"TE WAKE, Douglas","Palmer United Party",5
NT,306,"Lingiari",34151,"Remote Mobile Team 5", A,24500,2,"McCABE, John Brian Douglas","Palmer United Party",0
NT,306,"Lingiari",34151,"Remote Mobile Team 5", B,25160,0,"B TICKET VOTES","Uniting Australia Party",5
NT,306,"Lingiari",34151,"Remote Mobile Team 5", B,23793,1,"BELL, Gary","Uniting Australia Party",0
NT,306,"Lingiari",34151,"Remote Mobile Team 5", B,23797,2,"WATT, Kathryn","Uniting Australia Party",1
NT,306,"Lingiari",34151,"Remote Mobile Team 5", C,25156,0,"C TICKET VOTES","Stable Population Party",3
NT,306,"Lingiari",34151,"Remote Mobile Team 5", C,23375,1,"MILES, Jim","Stable Population Party",1
NT,306,"Lingiari",34151,"Remote Mobile Team 5", C,23423,2,"RUSSELL, Mark","Stable Population Party",1
NT,306,"Lingiari",34151,"Remote Mobile Team 5", D,25161,0,"D TICKET VOTES","A.F.N.P.P.",5
NT,306,"Lingiari",34151,"Remote Mobile Team 5", D,24015,1,"KUNOTH-MONKS, Rosalie","A.F.N.P.P.",0
NT,306,"Lingiari",34151,"Remote Mobile Team 5", D,24020,2,"GADAMBUA, Jeannie","A.F.N.P.P.",0
NT,306,"Lingiari",34151,"Remote Mobile Team 5", E,25158,0,"E TICKET VOTES","Country Liberals (NT)",169
NT,306,"Lingiari",34151,"Remote Mobile Team 5", E,23513,1,"SCULLION, Nigel","Country Liberals (NT)",8
NT,306,"Lingiari",34151,"Remote Mobile Team 5", E,23514,2,"FAZLDEEN, Linda","Country Liberals (NT)",0
NT,306,"Lingiari",34151,"Remote Mobile Team 5", F,25157,0,"F TICKET VOTES","Australian Labor Party (Northern Territory) Branch",347
NT,306,"Lingiari",34151,"Remote Mobile Team 5", F,23498,1,"PERIS, Nova","Australian Labor Party (Northern Territory) Branch",42
NT,306,"Lingiari",34151,"Remote Mobile Team 5", F,23503,2,"FOLEY, Rowan","Australian Labor Party (Northern Territory) Branch",1
NT,306,"Lingiari",34151,"Remote Mobile Team 5", G,25165,0,"G TICKET VOTES","Sex Party",9
NT,306,"Lingiari",34151,"Remote Mobile Team 5", G,24958,1,"EDWARDS, Joanne Louise","Sex Party",0
NT,306,"Lingiari",34151,"Remote Mobile Team 5", G,24962,2,"RANDALL, Tracey Lee","Sex Party",1
NT,306,"Lingiari",34151,"Remote Mobile Team 5", H,25155,0,"H TICKET VOTES","Citizens Electoral Council",2
NT,306,"Lingiari",34151,"Remote Mobile Team 5", H,23300,1,"WORK, Vernon","Citizens Electoral Council",0
NT,306,"Lingiari",34151,"Remote Mobile Team 5", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",0
NT,306,"Lingiari",34151,"Remote Mobile Team 5", I,25154,0,"I TICKET VOTES","Shooters and Fishers",13
NT,306,"Lingiari",34151,"Remote Mobile Team 5", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",0
NT,306,"Lingiari",34151,"Remote Mobile Team 5", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",0
NT,306,"Lingiari",34151,"Remote Mobile Team 5", J,25163,0,"J TICKET VOTES","Rise Up Australia Party",2
NT,306,"Lingiari",34151,"Remote Mobile Team 5", J,24726,1,"PILE, Jan","Rise Up Australia Party",0
NT,306,"Lingiari",34151,"Remote Mobile Team 5", J,24731,2,"COX, Michael","Rise Up Australia Party",1
NT,306,"Lingiari",34151,"Remote Mobile Team 5", K,25164,0,"K TICKET VOTES","Australian Greens",12
NT,306,"Lingiari",34151,"Remote Mobile Team 5", K,24888,1,"WILLIAMS, Warren H","Australian Greens",2
NT,306,"Lingiari",34151,"Remote Mobile Team 5", K,24892,2,"BRAND, Michael","Australian Greens",1
NT,306,"Lingiari",34151,"Remote Mobile Team 5", L,25159,0,"L TICKET VOTES","Australian Independents",18
NT,306,"Lingiari",34151,"Remote Mobile Team 5", L,23959,1,"WALCOTT, Phil","Australian Independents",0
NT,306,"Lingiari",34151,"Remote Mobile Team 5", L,23962,2,"FUTCHER, Lisa","Australian Independents",0
NT,306,"Lingiari",34151,"Remote Mobile Team 5",ZZ,0,99,"INFORMAL"," ",33
NT,306,"Lingiari",34152,"Remote Mobile Team 6", A,25162,0,"A TICKET VOTES","Palmer United Party",54
NT,306,"Lingiari",34152,"Remote Mobile Team 6", A,24499,1,"TE WAKE, Douglas","Palmer United Party",12
NT,306,"Lingiari",34152,"Remote Mobile Team 6", A,24500,2,"McCABE, John Brian Douglas","Palmer United Party",0
NT,306,"Lingiari",34152,"Remote Mobile Team 6", B,25160,0,"B TICKET VOTES","Uniting Australia Party",9
NT,306,"Lingiari",34152,"Remote Mobile Team 6", B,23793,1,"BELL, Gary","Uniting Australia Party",0
NT,306,"Lingiari",34152,"Remote Mobile Team 6", B,23797,2,"WATT, Kathryn","Uniting Australia Party",0
NT,306,"Lingiari",34152,"Remote Mobile Team 6", C,25156,0,"C TICKET VOTES","Stable Population Party",5
NT,306,"Lingiari",34152,"Remote Mobile Team 6", C,23375,1,"MILES, Jim","Stable Population Party",0
NT,306,"Lingiari",34152,"Remote Mobile Team 6", C,23423,2,"RUSSELL, Mark","Stable Population Party",0
NT,306,"Lingiari",34152,"Remote Mobile Team 6", D,25161,0,"D TICKET VOTES","A.F.N.P.P.",3
NT,306,"Lingiari",34152,"Remote Mobile Team 6", D,24015,1,"KUNOTH-MONKS, Rosalie","A.F.N.P.P.",0
NT,306,"Lingiari",34152,"Remote Mobile Team 6", D,24020,2,"GADAMBUA, Jeannie","A.F.N.P.P.",0
NT,306,"Lingiari",34152,"Remote Mobile Team 6", E,25158,0,"E TICKET VOTES","Country Liberals (NT)",198
NT,306,"Lingiari",34152,"Remote Mobile Team 6", E,23513,1,"SCULLION, Nigel","Country Liberals (NT)",5
NT,306,"Lingiari",34152,"Remote Mobile Team 6", E,23514,2,"FAZLDEEN, Linda","Country Liberals (NT)",0
NT,306,"Lingiari",34152,"Remote Mobile Team 6", F,25157,0,"F TICKET VOTES","Australian Labor Party (Northern Territory) Branch",193
NT,306,"Lingiari",34152,"Remote Mobile Team 6", F,23498,1,"PERIS, Nova","Australian Labor Party (Northern Territory) Branch",7
NT,306,"Lingiari",34152,"Remote Mobile Team 6", F,23503,2,"FOLEY, Rowan","Australian Labor Party (Northern Territory) Branch",0
NT,306,"Lingiari",34152,"Remote Mobile Team 6", G,25165,0,"G TICKET VOTES","Sex Party",3
NT,306,"Lingiari",34152,"Remote Mobile Team 6", G,24958,1,"EDWARDS, Joanne Louise","Sex Party",0
NT,306,"Lingiari",34152,"Remote Mobile Team 6", G,24962,2,"RANDALL, Tracey Lee","Sex Party",0
NT,306,"Lingiari",34152,"Remote Mobile Team 6", H,25155,0,"H TICKET VOTES","Citizens Electoral Council",1
NT,306,"Lingiari",34152,"Remote Mobile Team 6", H,23300,1,"WORK, Vernon","Citizens Electoral Council",0
NT,306,"Lingiari",34152,"Remote Mobile Team 6", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",0
NT,306,"Lingiari",34152,"Remote Mobile Team 6", I,25154,0,"I TICKET VOTES","Shooters and Fishers",13
NT,306,"Lingiari",34152,"Remote Mobile Team 6", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",0
NT,306,"Lingiari",34152,"Remote Mobile Team 6", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",0
NT,306,"Lingiari",34152,"Remote Mobile Team 6", J,25163,0,"J TICKET VOTES","Rise Up Australia Party",10
NT,306,"Lingiari",34152,"Remote Mobile Team 6", J,24726,1,"PILE, Jan","Rise Up Australia Party",0
NT,306,"Lingiari",34152,"Remote Mobile Team 6", J,24731,2,"COX, Michael","Rise Up Australia Party",0
NT,306,"Lingiari",34152,"Remote Mobile Team 6", K,25164,0,"K TICKET VOTES","Australian Greens",12
NT,306,"Lingiari",34152,"Remote Mobile Team 6", K,24888,1,"WILLIAMS, Warren H","Australian Greens",3
NT,306,"Lingiari",34152,"Remote Mobile Team 6", K,24892,2,"BRAND, Michael","Australian Greens",0
NT,306,"Lingiari",34152,"Remote Mobile Team 6", L,25159,0,"L TICKET VOTES","Australian Independents",10
NT,306,"Lingiari",34152,"Remote Mobile Team 6", L,23959,1,"WALCOTT, Phil","Australian Independents",0
NT,306,"Lingiari",34152,"Remote Mobile Team 6", L,23962,2,"FUTCHER, Lisa","Australian Independents",0
NT,306,"Lingiari",34152,"Remote Mobile Team 6",ZZ,0,99,"INFORMAL"," ",30
NT,306,"Lingiari",34153,"Remote Mobile Team 7", A,25162,0,"A TICKET VOTES","Palmer United Party",86
NT,306,"Lingiari",34153,"Remote Mobile Team 7", A,24499,1,"TE WAKE, Douglas","Palmer United Party",3
NT,306,"Lingiari",34153,"Remote Mobile Team 7", A,24500,2,"McCABE, John Brian Douglas","Palmer United Party",1
NT,306,"Lingiari",34153,"Remote Mobile Team 7", B,25160,0,"B TICKET VOTES","Uniting Australia Party",12
NT,306,"Lingiari",34153,"Remote Mobile Team 7", B,23793,1,"BELL, Gary","Uniting Australia Party",0
NT,306,"Lingiari",34153,"Remote Mobile Team 7", B,23797,2,"WATT, Kathryn","Uniting Australia Party",0
NT,306,"Lingiari",34153,"Remote Mobile Team 7", C,25156,0,"C TICKET VOTES","Stable Population Party",9
NT,306,"Lingiari",34153,"Remote Mobile Team 7", C,23375,1,"MILES, Jim","Stable Population Party",0
NT,306,"Lingiari",34153,"Remote Mobile Team 7", C,23423,2,"RUSSELL, Mark","Stable Population Party",1
NT,306,"Lingiari",34153,"Remote Mobile Team 7", D,25161,0,"D TICKET VOTES","A.F.N.P.P.",27
NT,306,"Lingiari",34153,"Remote Mobile Team 7", D,24015,1,"KUNOTH-MONKS, Rosalie","A.F.N.P.P.",1
NT,306,"Lingiari",34153,"Remote Mobile Team 7", D,24020,2,"GADAMBUA, Jeannie","A.F.N.P.P.",0
NT,306,"Lingiari",34153,"Remote Mobile Team 7", E,25158,0,"E TICKET VOTES","Country Liberals (NT)",149
NT,306,"Lingiari",34153,"Remote Mobile Team 7", E,23513,1,"SCULLION, Nigel","Country Liberals (NT)",2
NT,306,"Lingiari",34153,"Remote Mobile Team 7", E,23514,2,"FAZLDEEN, Linda","Country Liberals (NT)",0
NT,306,"Lingiari",34153,"Remote Mobile Team 7", F,25157,0,"F TICKET VOTES","Australian Labor Party (Northern Territory) Branch",408
NT,306,"Lingiari",34153,"Remote Mobile Team 7", F,23498,1,"PERIS, Nova","Australian Labor Party (Northern Territory) Branch",6
NT,306,"Lingiari",34153,"Remote Mobile Team 7", F,23503,2,"FOLEY, Rowan","Australian Labor Party (Northern Territory) Branch",0
NT,306,"Lingiari",34153,"Remote Mobile Team 7", G,25165,0,"G TICKET VOTES","Sex Party",3
NT,306,"Lingiari",34153,"Remote Mobile Team 7", G,24958,1,"EDWARDS, Joanne Louise","Sex Party",0
NT,306,"Lingiari",34153,"Remote Mobile Team 7", G,24962,2,"RANDALL, Tracey Lee","Sex Party",0
NT,306,"Lingiari",34153,"Remote Mobile Team 7", H,25155,0,"H TICKET VOTES","Citizens Electoral Council",11
NT,306,"Lingiari",34153,"Remote Mobile Team 7", H,23300,1,"WORK, Vernon","Citizens Electoral Council",0
NT,306,"Lingiari",34153,"Remote Mobile Team 7", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",0
NT,306,"Lingiari",34153,"Remote Mobile Team 7", I,25154,0,"I TICKET VOTES","Shooters and Fishers",12
NT,306,"Lingiari",34153,"Remote Mobile Team 7", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",2
NT,306,"Lingiari",34153,"Remote Mobile Team 7", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",0
